src_ip,dst_ip,src_port,dst_port,protocol,timestamp,packets,bytes,duration_ms,flags,failed_conn_info,label
192.168.10.3,192.168.10.1,62020,53,UDP,2017-07-03T00:05:43Z,2,262,30.458,NONE,NA,BENIGN
192.168.10.8,192.168.10.3,64091,53,UDP,2017-07-03T00:05:43Z,4,388,31.071,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,49403,53,UDP,2017-07-03T00:05:43Z,4,460,0.205,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62409,53,UDP,2017-07-03T00:05:43Z,2,116,30.871,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61699,53,UDP,2017-07-03T00:05:44Z,2,230,61.059,NONE,NA,BENIGN
192.168.10.15,192.168.10.3,57097,53,UDP,2017-07-03T00:05:44Z,6,288,174.236,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61712,53,UDP,2017-07-03T00:05:44Z,2,214,112.009,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60775,53,UDP,2017-07-03T00:05:44Z,2,130,30.662,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61681,53,UDP,2017-07-03T00:05:44Z,2,118,30.705,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60760,53,UDP,2017-07-03T00:05:44Z,2,171,194.756,NONE,NA,BENIGN
192.168.10.50,192.168.10.3,52376,3268,TCP,2017-07-03T00:05:44Z,36,5700,97164.083,"ACK,PSH",CLEAN,BENIGN
192.168.10.9,192.168.10.3,58019,53,UDP,2017-07-03T00:05:44Z,4,204,0.213,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60446,53,UDP,2017-07-03T00:05:44Z,2,220,90.439,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62084,53,UDP,2017-07-03T00:05:44Z,2,244,30.524,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,55569,53,UDP,2017-07-03T00:05:44Z,4,320,31.011,NONE,NA,BENIGN
192.168.10.5,172.217.5.228,49196,443,TCP,2017-07-03T00:05:44Z,51,16555,63792.494,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.16,192.168.10.3,0,0,OTHER,2017-07-03T00:05:44Z,2,0,0.048,NONE,NA,BENIGN
192.168.10.9,157.240.2.25,5922,443,TCP,2017-07-03T00:05:45Z,26,4666,117421.168,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.5,172.217.3.98,49237,443,TCP,2017-07-03T00:05:45Z,30,5796,116817.87,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,60359,53,UDP,2017-07-03T00:05:45Z,2,126,30.46,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60453,53,UDP,2017-07-03T00:05:45Z,2,176,47.259,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60673,53,UDP,2017-07-03T00:05:45Z,2,179,60.748,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61555,53,UDP,2017-07-03T00:05:45Z,2,172,30.92,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62275,53,UDP,2017-07-03T00:05:45Z,2,213,30.79,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60576,53,UDP,2017-07-03T00:05:45Z,2,153,199.282,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61812,53,UDP,2017-07-03T00:05:45Z,2,264,37.534,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61745,53,UDP,2017-07-03T00:05:45Z,2,274,120.845,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,54661,53,UDP,2017-07-03T00:05:45Z,4,156,30.775,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,60718,53,UDP,2017-07-03T00:05:45Z,4,374,0.21,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61354,53,UDP,2017-07-03T00:05:46Z,2,159,31.28,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,51409,53,UDP,2017-07-03T00:05:46Z,4,514,0.24,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60334,53,UDP,2017-07-03T00:05:46Z,2,262,60.788,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,61036,53,UDP,2017-07-03T00:05:46Z,4,568,31.374,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,56282,53,UDP,2017-07-03T00:05:46Z,4,192,0.148,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61534,53,UDP,2017-07-03T00:05:46Z,2,195,30.413,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62121,53,UDP,2017-07-03T00:05:46Z,2,163,30.689,NONE,NA,BENIGN
192.168.10.5,192.168.10.3,53977,53,UDP,2017-07-03T00:05:46Z,4,156,23.883,NONE,NA,BENIGN
192.168.10.19,206.75.89.101,123,123,UDP,2017-07-03T00:05:46Z,2,96,92.874,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62056,53,UDP,2017-07-03T00:05:46Z,2,175,204.838,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60622,53,UDP,2017-07-03T00:05:46Z,2,186,60.896,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60087,53,UDP,2017-07-03T00:05:46Z,2,220,30.992,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61875,53,UDP,2017-07-03T00:05:46Z,2,132,1061.152,NONE,NA,BENIGN
192.168.10.50,192.168.10.255,137,137,UDP,2017-07-03T00:05:47Z,13,650,0.019,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62467,53,UDP,2017-07-03T00:05:47Z,4,363,5265.9,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60527,53,UDP,2017-07-03T00:05:47Z,2,169,30.273,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60155,53,UDP,2017-07-03T00:05:47Z,2,320,120.584,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60780,53,UDP,2017-07-03T00:05:47Z,4,272,56612.557,NONE,NA,BENIGN
192.168.10.5,192.99.239.193,49292,443,TCP,2017-07-03T00:05:47Z,591,515953,119203.408,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.5,192.168.10.3,49283,445,TCP,2017-07-03T00:05:47Z,20,10,90056.605,ACK,CLEAN,BENIGN
192.168.10.3,192.168.10.1,61707,53,UDP,2017-07-03T00:05:47Z,2,116,30.264,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62294,53,UDP,2017-07-03T00:05:47Z,2,128,30.684,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62036,53,UDP,2017-07-03T00:05:47Z,2,159,30.91,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61328,53,UDP,2017-07-03T00:05:47Z,2,128,30.324,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61619,53,UDP,2017-07-03T00:05:47Z,2,290,48.563,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61171,53,UDP,2017-07-03T00:05:48Z,2,150,30.634,NONE,NA,BENIGN
192.168.10.9,172.217.10.14,6071,443,TCP,2017-07-03T00:05:48Z,40,6125,117133.296,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,61912,53,UDP,2017-07-03T00:05:48Z,2,146,133.456,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61444,53,UDP,2017-07-03T00:05:48Z,2,138,63.61,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60685,53,UDP,2017-07-03T00:05:48Z,4,317,30613.003,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62513,53,UDP,2017-07-03T00:05:48Z,2,163,30.602,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60809,53,UDP,2017-07-03T00:05:48Z,2,184,60.795,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61934,53,UDP,2017-07-03T00:05:48Z,4,456,119174.125,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61945,53,UDP,2017-07-03T00:05:48Z,2,222,31.213,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61935,53,UDP,2017-07-03T00:05:48Z,2,218,115.714,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62264,53,UDP,2017-07-03T00:05:48Z,2,252,59.862,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61071,53,UDP,2017-07-03T00:05:48Z,2,201,95.479,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60816,53,UDP,2017-07-03T00:05:48Z,2,108,30.572,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60462,53,UDP,2017-07-03T00:05:49Z,2,102,170.284,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61644,53,UDP,2017-07-03T00:05:49Z,2,222,30.814,NONE,NA,BENIGN
192.168.10.15,192.168.10.3,56646,53,UDP,2017-07-03T00:05:49Z,4,252,30.745,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60818,53,UDP,2017-07-03T00:05:49Z,2,122,31.249,NONE,NA,BENIGN
192.168.10.8,192.168.10.3,50124,53,UDP,2017-07-03T00:05:49Z,4,480,0.197,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61256,53,UDP,2017-07-03T00:05:49Z,2,175,0.349,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61134,53,UDP,2017-07-03T00:05:49Z,2,110,30.734,NONE,NA,BENIGN
192.168.10.17,192.168.10.3,6858,53,UDP,2017-07-03T00:05:49Z,4,276,0.15,NONE,NA,BENIGN
192.168.10.12,192.168.10.3,43236,53,UDP,2017-07-03T00:05:49Z,4,314,0.186,NONE,NA,BENIGN
192.168.10.17,192.168.10.3,54634,53,UDP,2017-07-03T00:05:49Z,4,490,0.219,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,62780,53,UDP,2017-07-03T00:05:49Z,4,292,31.292,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,55298,53,UDP,2017-07-03T00:05:49Z,4,486,0.201,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,56262,53,UDP,2017-07-03T00:05:50Z,4,290,47.78,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,60569,53,UDP,2017-07-03T00:05:50Z,4,544,0.218,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,50789,53,UDP,2017-07-03T00:05:50Z,4,556,0.2,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,61374,53,UDP,2017-07-03T00:05:50Z,4,196,30.796,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,62920,53,UDP,2017-07-03T00:05:50Z,4,284,48.322,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,56683,53,UDP,2017-07-03T00:05:50Z,4,172,30.773,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,64405,53,UDP,2017-07-03T00:05:50Z,4,188,0.213,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60722,53,UDP,2017-07-03T00:05:50Z,2,171,30.717,NONE,NA,BENIGN
192.168.10.5,198.105.244.11,49311,443,TCP,2017-07-03T00:05:50Z,2,0,32.06,"SYN,ACK,RST",RST_ABORT,BENIGN
192.168.10.17,54.239.17.113,45933,443,TCP,2017-07-03T00:05:50Z,47,10907,119983.316,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.5,198.105.254.11,49319,443,TCP,2017-07-03T00:05:50Z,2,0,85.24,"SYN,ACK,RST",RST_ABORT,BENIGN
192.168.10.9,192.168.10.3,60350,53,UDP,2017-07-03T00:05:50Z,4,282,48.37,NONE,NA,BENIGN
192.168.10.17,23.45.197.183,50938,443,TCP,2017-07-03T00:05:50Z,41,3946,119918.307,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,61300,53,UDP,2017-07-03T00:05:51Z,2,150,31.173,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60189,53,UDP,2017-07-03T00:05:51Z,2,205,69.997,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60273,53,UDP,2017-07-03T00:05:51Z,2,106,60.843,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62062,53,UDP,2017-07-03T00:05:51Z,2,147,48.767,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60896,53,UDP,2017-07-03T00:05:51Z,2,139,136.55,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61284,53,UDP,2017-07-03T00:05:51Z,2,106,30.232,NONE,NA,BENIGN
192.168.10.17,192.168.10.3,15880,53,UDP,2017-07-03T00:05:51Z,4,276,0.184,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61113,53,UDP,2017-07-03T00:05:51Z,2,128,31.135,NONE,NA,BENIGN
192.168.10.17,172.217.6.230,35304,443,TCP,2017-07-03T00:05:51Z,137,88299,110527.533,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.15,173.194.205.154,53333,443,TCP,2017-07-03T00:05:51Z,30,6159,117235.208,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,60360,53,UDP,2017-07-03T00:05:51Z,2,178,30.932,NONE,NA,BENIGN
192.168.10.8,172.217.11.35,55803,443,TCP,2017-07-03T00:05:51Z,43,20839,117640.055,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.19,192.168.10.255,137,137,UDP,2017-07-03T00:05:52Z,13,650,0.019,NONE,NA,BENIGN
192.168.10.17,172.217.6.194,42095,443,TCP,2017-07-03T00:05:52Z,61,27194,110020.405,"ACK,PSH",CLEAN,BENIGN
192.168.10.9,172.217.11.34,6203,443,TCP,2017-07-03T00:05:52Z,52,13859,118103.314,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.14,192.168.10.3,57704,53,UDP,2017-07-03T00:05:52Z,4,272,0.181,NONE,NA,BENIGN
192.168.10.17,172.217.6.238,33763,443,TCP,2017-07-03T00:05:52Z,83,33898,112056.509,"SYN,ACK,PSH",CLEAN,BENIGN
8.6.0.1,8.0.6.4,0,0,OTHER,2017-07-03T00:05:52Z,179,0,118997.885,NONE,NA,BENIGN
192.168.10.17,104.16.23.235,57362,443,TCP,2017-07-03T00:05:52Z,28,5820,117035.828,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.9,192.168.10.3,52845,53,UDP,2017-07-03T00:05:52Z,4,324,21.779,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60296,53,UDP,2017-07-03T00:05:52Z,2,140,30.396,NONE,NA,BENIGN
192.168.10.17,93.184.216.172,39778,443,TCP,2017-07-03T00:05:52Z,30,3082,109975.091,"ACK,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,60918,53,UDP,2017-07-03T00:05:52Z,2,170,61.036,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,65269,53,UDP,2017-07-03T00:05:52Z,4,188,0.263,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,50463,53,UDP,2017-07-03T00:05:52Z,4,236,47.78,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,60605,53,UDP,2017-07-03T00:05:53Z,4,270,60.643,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62391,53,UDP,2017-07-03T00:05:53Z,2,225,111.544,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60946,53,UDP,2017-07-03T00:05:53Z,2,203,60.308,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62087,53,UDP,2017-07-03T00:05:53Z,2,172,32.353,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,57150,53,UDP,2017-07-03T00:05:53Z,4,560,0.194,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,53619,53,UDP,2017-07-03T00:05:53Z,4,300,0.158,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60484,53,UDP,2017-07-03T00:05:53Z,2,256,30.472,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,56891,53,UDP,2017-07-03T00:05:53Z,4,152,31.54,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,58277,53,UDP,2017-07-03T00:05:53Z,4,532,0.266,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62545,53,UDP,2017-07-03T00:05:53Z,2,128,30.574,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60710,53,UDP,2017-07-03T00:05:53Z,2,114,30.75,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60659,53,UDP,2017-07-03T00:05:53Z,4,341,29057.498,NONE,NA,BENIGN
192.168.10.5,192.168.10.3,62432,53,UDP,2017-07-03T00:05:54Z,6,838,240.866,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61627,53,UDP,2017-07-03T00:05:54Z,2,256,0.578,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62069,53,UDP,2017-07-03T00:05:54Z,2,132,30.8,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61590,53,UDP,2017-07-03T00:05:54Z,2,279,71.307,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61128,53,UDP,2017-07-03T00:05:54Z,2,120,31.195,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61613,53,UDP,2017-07-03T00:05:54Z,2,106,23.188,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61693,53,UDP,2017-07-03T00:05:54Z,2,221,123.864,NONE,NA,BENIGN
192.168.10.17,192.168.10.3,38850,53,UDP,2017-07-03T00:05:54Z,4,460,61.529,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61579,53,UDP,2017-07-03T00:05:54Z,4,402,29644.457,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62323,53,UDP,2017-07-03T00:05:54Z,2,302,30.578,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61124,53,UDP,2017-07-03T00:05:54Z,2,153,31.65,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60887,53,UDP,2017-07-03T00:05:54Z,2,146,61.998,NONE,NA,BENIGN
192.168.10.14,192.168.10.3,55273,53,UDP,2017-07-03T00:05:54Z,4,288,49.23,NONE,NA,BENIGN
192.168.10.17,192.168.10.3,25042,53,UDP,2017-07-03T00:05:55Z,4,300,0.165,NONE,NA,BENIGN
192.168.10.14,192.168.10.3,56735,53,UDP,2017-07-03T00:05:55Z,4,306,120.574,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62361,53,UDP,2017-07-03T00:05:55Z,2,138,30.371,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60161,53,UDP,2017-07-03T00:05:55Z,4,579,2776.026,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60191,53,UDP,2017-07-03T00:05:55Z,2,110,43.858,NONE,NA,BENIGN
192.168.10.12,192.168.10.3,17232,53,UDP,2017-07-03T00:05:55Z,4,402,71.718,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60504,53,UDP,2017-07-03T00:05:55Z,2,140,30.337,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61233,53,UDP,2017-07-03T00:05:55Z,2,210,47.891,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60640,53,UDP,2017-07-03T00:05:55Z,2,154,133.167,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61139,53,UDP,2017-07-03T00:05:55Z,2,200,347.942,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60791,53,UDP,2017-07-03T00:05:55Z,2,112,30.728,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61604,53,UDP,2017-07-03T00:05:55Z,2,308,37.047,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60137,53,UDP,2017-07-03T00:05:56Z,4,311,53648.411,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62192,53,UDP,2017-07-03T00:05:56Z,2,181,30.447,NONE,NA,BENIGN
192.168.10.9,54.192.37.254,6312,443,TCP,2017-07-03T00:05:56Z,49,12273,119997.533,"SYN,ACK,FIN,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,62245,53,UDP,2017-07-03T00:05:56Z,2,136,30.409,NONE,NA,BENIGN
192.168.10.5,104.16.28.92,49322,443,TCP,2017-07-03T00:05:56Z,3499,3470480,61848.409,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,62497,53,UDP,2017-07-03T00:05:56Z,2,149,60.975,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61939,53,UDP,2017-07-03T00:05:56Z,4,349,88679.23,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61648,53,UDP,2017-07-03T00:05:56Z,2,163,0.57,NONE,NA,BENIGN
192.168.10.8,192.168.10.3,59137,53,UDP,2017-07-03T00:05:56Z,4,200,0.141,NONE,NA,BENIGN
192.168.10.8,192.168.10.3,50279,53,UDP,2017-07-03T00:05:56Z,4,208,30.934,NONE,NA,BENIGN
192.168.10.50,192.168.10.12,59398,139,TCP,2017-07-03T00:05:56Z,4,8,0.104,"ACK,PSH",CLEAN,BENIGN
192.168.10.9,72.30.202.150,6344,443,TCP,2017-07-03T00:05:56Z,30,8519,117085.311,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.17,152.163.66.165,57407,443,TCP,2017-07-03T00:05:56Z,51,15124,119533.292,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.14,192.168.10.3,58195,53,UDP,2017-07-03T00:05:57Z,4,302,41.35,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62232,53,UDP,2017-07-03T00:05:57Z,2,218,85.752,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61204,53,UDP,2017-07-03T00:05:57Z,2,163,0.434,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61789,53,UDP,2017-07-03T00:05:57Z,2,116,30.521,NONE,NA,BENIGN
192.168.10.17,192.168.10.3,52764,53,UDP,2017-07-03T00:05:57Z,4,600,31.227,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60321,53,UDP,2017-07-03T00:05:57Z,2,176,145.066,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61550,53,UDP,2017-07-03T00:05:57Z,2,186,0.581,NONE,NA,BENIGN
192.168.10.17,31.13.73.7,35916,443,TCP,2017-07-03T00:05:57Z,86,56716,118490.29,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.17,216.200.232.114,51557,443,TCP,2017-07-03T00:05:57Z,37,5367,110761.964,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.17,72.21.91.29,49086,80,TCP,2017-07-03T00:05:57Z,39,6175,117030.252,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.19,192.168.10.3,60785,53,UDP,2017-07-03T00:05:57Z,4,156,0.152,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61592,53,UDP,2017-07-03T00:05:57Z,2,128,0.558,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61315,53,UDP,2017-07-03T00:05:58Z,2,144,57.445,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61052,53,UDP,2017-07-03T00:05:58Z,2,175,30.963,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61959,53,UDP,2017-07-03T00:05:58Z,2,154,60.586,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60333,53,UDP,2017-07-03T00:05:58Z,2,198,90.169,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62542,53,UDP,2017-07-03T00:05:58Z,2,147,349.523,NONE,NA,BENIGN
192.168.10.19,192.168.10.3,8799,53,UDP,2017-07-03T00:05:58Z,4,260,31.665,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60210,53,UDP,2017-07-03T00:05:58Z,2,230,41.178,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,58706,53,UDP,2017-07-03T00:05:58Z,4,556,0.211,NONE,NA,BENIGN
192.168.10.9,192.168.10.3,61274,53,UDP,2017-07-03T00:05:58Z,4,172,0.162,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61111,53,UDP,2017-07-03T00:05:58Z,2,228,158.941,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61790,53,UDP,2017-07-03T00:05:58Z,2,201,161.704,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62239,53,UDP,2017-07-03T00:05:58Z,4,313,461.732,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60779,53,UDP,2017-07-03T00:05:58Z,2,163,23.44,NONE,NA,BENIGN
192.168.10.17,192.168.10.3,22055,53,UDP,2017-07-03T00:05:59Z,4,254,0.21,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61270,53,UDP,2017-07-03T00:05:59Z,2,122,31.019,NONE,NA,BENIGN
192.168.10.12,172.217.9.238,40302,443,TCP,2017-07-03T00:05:59Z,29,4707,118796.199,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,61321,53,UDP,2017-07-03T00:05:59Z,2,164,23.263,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61609,53,UDP,2017-07-03T00:05:59Z,2,142,61.298,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62523,53,UDP,2017-07-03T00:05:59Z,2,198,61.333,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60769,53,UDP,2017-07-03T00:05:59Z,2,134,30.564,NONE,NA,BENIGN
192.168.10.14,192.168.10.3,61317,53,UDP,2017-07-03T00:05:59Z,4,280,48.047,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61559,53,UDP,2017-07-03T00:05:59Z,2,163,0.449,NONE,NA,BENIGN
192.168.10.17,152.163.64.2,33126,443,TCP,2017-07-03T00:05:59Z,44,9969,110349.392,"SYN,ACK,PSH",CLEAN,BENIGN
192.168.10.3,192.168.10.1,60536,53,UDP,2017-07-03T00:05:59Z,2,219,115.49,NONE,NA,BENIGN
192.168.10.8,192.168.10.3,60001,53,UDP,2017-07-03T00:05:59Z,4,200,31.559,NONE,NA,BENIGN
192.168.10.8,192.168.10.3,63918,53,UDP,2017-07-03T00:06:00Z,4,282,48.887,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61610,53,UDP,2017-07-03T00:06:00Z,2,168,90.645,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60080,53,UDP,2017-07-03T00:06:00Z,2,153,0.468,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62016,53,UDP,2017-07-03T00:06:00Z,2,156,0.504,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62313,53,UDP,2017-07-03T00:06:00Z,2,120,29.872,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61986,53,UDP,2017-07-03T00:06:00Z,2,168,76.91,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61676,53,UDP,2017-07-03T00:06:00Z,2,126,30.716,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60676,53,UDP,2017-07-03T00:06:00Z,4,419,27980.148,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62222,53,UDP,2017-07-03T00:06:00Z,2,120,31.741,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61703,53,UDP,2017-07-03T00:06:00Z,2,126,30.904,NONE,NA,BENIGN
192.168.10.16,192.168.10.3,32743,53,UDP,2017-07-03T00:06:00Z,4,310,616.438,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61463,53,UDP,2017-07-03T00:06:00Z,2,197,37.507,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61817,53,UDP,2017-07-03T00:06:00Z,2,140,31.395,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,60708,53,UDP,2017-07-03T00:06:01Z,2,186,30.418,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61917,53,UDP,2017-07-03T00:06:01Z,2,136,267.881,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,62157,53,UDP,2017-07-03T00:06:01Z,2,118,30.651,NONE,NA,BENIGN
192.168.10.3,192.168.10.1,61029,53,UDP,2017-07-03T00:06:01Z,2,170,415.555,NONE,NA,BENIGN
192.168.10.12,192.168.10.19,137,137,UDP,2017-07-03T00:06:01Z,2,124,0.003,NONE,NA,BENIGN
